"","species","latitudinal_zone","mycorrhizal_association","nitrogen_fixation_status","plant_growth_form","leaf_habit","mycorrhizal_reference"
"363","Aspidosperma cylindrocarpon","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"365","Aspidosperma excelsum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"366","Aspidosperma marcgravianum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"367","Aspidosperma megalocarpon","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"369","Aspidosperma rigidum","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"370","Aspidosperma spruceanum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"371","Aspidosperma subincanum","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"372","Aspidosperma tambopatense","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"373","Aspidosperma tomentosum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"374","Asterogyne martiana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"375","Astrocaryum chambira","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"376","Astrocaryum mexicanum","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"377","Astrocaryum murumuru","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"381","Astronium fraxinifolium","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"382","Astronium graveolens","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"383","Astronium lecointei","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"384","Astrotricha floccosa","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"385","Atalaya hemiglauca","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"386","Atherosperma moschatum","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"387","Atriplex canescens","temperate","AM",0,"angiosperm","deciduous","10.1007/s00572-005-0033-6 2006"
"388","Atriplex confertifolia","temperate","AM",0,"angiosperm","evergreen","10.1139/b79-079"
"389","Atriplex portulacoides","boreal","AM",0,"angiosperm","evergreen","10.1111/geb.12582"
"393","Austrocedrus chilensis","temperate","AM",0,"gymnosperm","evergreen","Godoy R & Mayr R. 1989. Morphological characterization of vesicular-arbuscular mycorrhiza in endemic conifers of southern Chile. Bosque 10: 89-98."
"397","Avicennia marina","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"399","Azadirachta indica","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"400","Baccaurea ramiflora","tropical","AM",0,"angiosperm","evergreen","10.1007/s00572-003-0234-9"
"401","Bactris corossilla","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"403","Bactris elegans","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"404","Bactris gasipaes","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"408","Bactris simplicifrons","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"409","Bactris trichophylla","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"410","Baeckea crassifolia","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"411","Baeckea frutescens","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"412","Bagassa guianensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"415","Barringtonia macrostachya","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"416","Barringtonia racemosa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"417","Batocarpus amazonicus","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"418","Batocarpus costaricensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"419","Batocarpus orinocensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"420","Bauhinia divaricata","tropical","AM",0,"angiosperm","evergreen","10.1017/S0266467405002555"
"423","Bauhinia holophylla","tropical","ECM",0,"angiosperm","evergreen","10.1007/BF02185833"
"425","Bauhinia racemosa","tropical","AM",0,"angiosperm","deciduous","Santhaguru K, Gladis Ponmalar SB & Karunakaran R. 1995. Vesicular-arbuscular mycorrhizae in tree legumes and its rhizosphere soils in Alagar hills. Indian Forester. 121: 817-823"
"426","Bauhinia rufa","tropical","ECM",0,"angiosperm","evergreen","10.1007/BF02185833"
"428","Bauhinia variegata","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.12221"
"429","Beilschmiedia pendula","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"430","Beilschmiedia tarairi","temperate","AM",0,"angiosperm","evergreen","10.1111/1365-2745.12562"
"431","Beilschmiedia tawa","temperate","AM",0,"angiosperm","evergreen","10.1111/1365-2745.12562"
"432","Bellucia grossularioides","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"433","Bellucia pentamera","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"434","Berberis amurensis","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"440","Berberis poiretii","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"441","Berberis pruinosa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"442","Berberis thunbergii","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"443","Berberis trifoliolata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"444","Berberis vulgaris","boreal","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"446","Berlinia auriculata","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"448","Bertholletia excelsa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"449","Bertiera guianensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"450","Bertya cunninghamii","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"451","Berzelia abrotanoides","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"452","Berzelia lanuginosa","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"454","Betula albosinensis","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"455","Betula alleghaniensis","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"456","Betula alnoides","tropical","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"457","Betula costata","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"458","Betula dahurica","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"460","Betula ermanii","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"462","Betula fruticosa","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"463","Betula glandulosa","boreal","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"464","Betula gmelini","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"466","Betula lenta","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"469","Betula nana","boreal","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"470","Betula nigra","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"472","Betula papyrifera","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"473","Betula pendula","boreal","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"474","Betula platyphylla","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"475","Betula populifolia","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"476","Betula pubescens","boreal","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"477","Betula pumila","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"479","Betula tortuosa","boreal","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"480","Betula utilis","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"481","Beyeria opaca","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"483","Billia hippocastanum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"484","Billia rosea","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"485","Bixa orellana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"487","Blakea rosea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"489","Blastus cochinchinensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"490","Blighia sapida","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"491","Bocoa prouacensis","tropical","AM",0,"angiosperm","evergreen","10.1139/b97-080"
"492","Bombax ceiba","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"494","Bombax discolor","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"498","Boronia ledifolia","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"499","Bossiaea eriocarpa","temperate","ECM",1,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"500","Bossiaea walkeri","temperate","ECM",1,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"501","Bougainvillea spectabilis","tropical","AM",0,"angiosperm","evergreen","10.1017/S0266467403003341"
"503","Bourreria cumanensis","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"504","Bowdichia virgilioides","tropical","AM",1,"angiosperm","evergreen","Brazilian Atlantic Rainforest Remnants andMycorrhizal Symbiosis â Implications for ReforestationA case study in Sergipe, Northeast Brazi"
"505","Brachychiton megaphyllus","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"506","Brachychiton populneus","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"508","Brachystegia longifolia","tropical","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"509","Brachystegia spiciformis","tropical","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"512","Bridelia retusa","tropical","AM",0,"angiosperm","deciduous","10.15666/aeer/1004_561571"
"513","Brighamia insignis","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"514","Brosimum acutifolium","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"515","Brosimum alicastrum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"517","Brosimum gaudichaudii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"518","Brosimum lactescens","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"519","Brosimum mollis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"520","Brosimum parinarioides","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"521","Brosimum potabile","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"522","Brosimum rubescens","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"523","Brosimum utile","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"524","Broussaisia arguta","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"525","Broussonetia kazinoki","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"526","Broussonetia papyrifera","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"528","Bruguiera gymnorhiza","tropical","AM",0,"angiosperm","evergreen","10.1590/0102-33062016abb0296"
"529","Brunellia costaricensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"530","Brunia albiflora","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"531","Buchanania lanzan","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"537","Buchenavia macrophylla","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"538","Buchenavia oxycarpa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"541","Buddleja davidii","boreal","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"544","Burretiodendron hsienmu","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"546","Bursera simaruba","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"548","Butea monosperma","tropical","AM",1,"angiosperm","deciduous","Kumar A, Raghuwanshi R, & Upadhyay R. 2003. Vesicular-arbuscular mycorrhizal association in naturally revegetated coal mine spill. Tropica Ecology 44:"
"549","Butia archeri","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"550","Buxus macowanii","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"551","Buxus sempervirens","boreal","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"552","Byrsonima coccolobifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"553","Byrsonima crassifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"558","Byrsonima verbascifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"559","Byttneria aspera","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"560","Cabralea canjerana","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"561","Caesalpinia coriaria","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"562","Caesalpinia eriostachys","tropical","AM",0,"angiosperm","deciduous","10.1111/j.1744-7429.1998.tb00060.x"
"565","Calamus faberi","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"566","Calamus simplicifolius","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"567","Calamus thysanolepis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"569","Calliandra calothyrsus","tropical","AM",1,"angiosperm","evergreen","10.1080/15324989009381257"
"576","Callitris columellaris","tropical","AM",0,"gymnosperm","evergreen","10.1111/nph.12221"
"577","Calodendrum capense","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"578","Calophyllum brasiliense","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"579","Calophyllum inophyllum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"580","Calophyllum longifolium","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"581","Calophyllum polyanthum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"582","Calothamnus quadrifidus","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"584","Calycophyllum candidissimum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"586","Calytrix alpestris","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"587","Calytrix flavescens","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"589","Camellia cordifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"590","Camellia cuspidata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"591","Camellia drupifera","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"592","Camellia elongata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"593","Camellia forrestii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"594","Camellia fraterna","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"595","Camellia furfuracea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"596","Camellia gigantocarpa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"597","Camellia japonica","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"598","Camellia oleifera","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"600","Camellia pitardii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"601","Camellia reticulata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"602","Camellia sinensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"604","Canarium album","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"605","Canthium dicoccum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"607","Canthium inerme","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"608","Capirona decorticans","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"609","Capparis baducca","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.12221"
"610","Capparis flexuosa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"611","Capparis indica","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"612","Caragana korshinskii","temperate","AM",1,"angiosperm","deciduous","10.1111/j.1574-6941.2008.00597.x"
"613","Caragana microphylla","temperate","AM",1,"angiosperm","deciduous","10.1016/j.ejsobi.2009.05.003"
"614","Caragana pygmaea","temperate","AM",1,"angiosperm","deciduous","10.1890/11-1749.1"
"615","Caragana stenophylla","temperate","AM",1,"angiosperm","deciduous","Sheng L, Wang J-G, Ci Z-L, Bai S-I, & Shao D-H. 2012. AMF diversity in Caragana in different habitats of Oerhtossu plateau. Journal of Inner Mongolia Agricultural University 2012-04."
"616","Caraipa heterocarpa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"617","Caraipa myrcioides","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"619","Carallia brachiata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12842"
"620","Carapa guianensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"621","Carapa procera","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"623","Cariniana estrellensis","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"624","Cariniana ianeirensis","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"625","Cariniana integrifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"627","Carissa lanceolata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"629","Carpinus betulus","boreal","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"630","Carpinus caroliniana","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"631","Carpinus cordata","tropical","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"632","Carpinus laxiflora","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
